 0.00000000e+00  0.00000000e+00 
 1.00000000e-10  4.90644984e-12 
 1.08400000e-10  5.34854664e-12 
 1.25200000e-10  6.29729272e-12 
 1.58800000e-10  8.63780935e-12 
 2.26000001e-10  1.56480350e-11 
 3.60400001e-10  4.34419908e-11 
 6.29200002e-10  1.89777459e-10 
 1.16680000e-09  1.13066150e-09 
 2.24200001e-09  7.88697815e-09 
 4.39240002e-09  5.91499848e-08 
 8.69320004e-09  4.58672682e-07 
 1.72948001e-08  3.61331045e-06 
 2.72948001e-08  1.38309914e-05 
 3.72948001e-08  3.47285404e-05 
 4.72948001e-08  7.02143705e-05 
 5.72948001e-08  1.24194429e-04 
 6.72948001e-08  2.00572199e-04 
 7.72948001e-08  3.03248696e-04 
 8.72948001e-08  4.36122471e-04 
 9.72948001e-08  6.03089611e-04 
 1.00000000e-07  6.54541687e-04 
 1.01000000e-07  6.74472692e-04 
 1.03000000e-07  7.15115415e-04 
 1.07000000e-07  8.01084533e-04 
 1.15000000e-07  9.91751548e-04 
 1.25000000e-07  1.26518625e-03 
 1.35000000e-07  1.57759979e-03 
 1.45000000e-07  1.92896752e-03 
 1.55000000e-07  2.31926478e-03 
 1.65000000e-07  2.74846693e-03 
 1.75000000e-07  3.21654930e-03 
 1.85000000e-07  3.72348724e-03 
 1.95000000e-07  4.26925611e-03 
 2.05000000e-07  4.85383125e-03 
 2.15000000e-07  5.47718800e-03 
 2.25000000e-07  6.13930172e-03 
 2.35000000e-07  6.84014775e-03 
 2.45000000e-07  7.57970144e-03 
 2.55000000e-07  8.35793815e-03 
 2.65000000e-07  9.17483321e-03 
 2.75000000e-07  1.00303620e-02 
 2.85000000e-07  1.09244998e-02 
 2.95000000e-07  1.18572221e-02 
 3.05000000e-07  1.28285041e-02 
 3.15000000e-07  1.38383212e-02 
 3.25000000e-07  1.48866488e-02 
 3.35000000e-07  1.59734622e-02 
 3.45000000e-07  1.70987367e-02 
 3.55000000e-07  1.82624478e-02 
 3.65000000e-07  1.94645708e-02 
 3.75000000e-07  2.07050810e-02 
 3.85000000e-07  2.19839538e-02 
 3.95000000e-07  2.33011645e-02 
 4.05000000e-07  2.46566885e-02 
 4.15000000e-07  2.60505012e-02 
 4.25000000e-07  2.74825778e-02 
 4.35000000e-07  2.89528939e-02 
 4.45000000e-07  3.04614246e-02 
 4.55000000e-07  3.20081454e-02 
 4.65000000e-07  3.35930317e-02 
 4.75000000e-07  3.52160588e-02 
 4.85000000e-07  3.68772020e-02 
 4.95000000e-07  3.85764367e-02 
 5.05000000e-07  4.03137383e-02 
 5.15000000e-07  4.20890822e-02 
 5.25000000e-07  4.39024436e-02 
 5.35000000e-07  4.57537981e-02 
 5.45000000e-07  4.76431208e-02 
 5.55000000e-07  4.95703872e-02 
 5.65000000e-07  5.15355727e-02 
 5.75000000e-07  5.35386526e-02 
 5.85000000e-07  5.55796023e-02 
 5.95000000e-07  5.76583971e-02 
 6.05000000e-07  5.97750125e-02 
 6.15000000e-07  6.19294237e-02 
 6.25000000e-07  6.41216062e-02 
 6.35000000e-07  6.63515353e-02 
 6.45000000e-07  6.86191864e-02 
 6.55000000e-07  7.09245349e-02 
 6.65000000e-07  7.32675561e-02 
 6.75000000e-07  7.56482254e-02 
 6.85000000e-07  7.80665182e-02 
 6.95000000e-07  8.05224098e-02 
 7.05000000e-07  8.30158757e-02 
 7.15000000e-07  8.55468911e-02 
 7.25000000e-07  8.81154316e-02 
 7.35000000e-07  9.07214724e-02 
 7.45000000e-07  9.33649889e-02 
