 5.00000000e+04  1.00000000e+02  0.00000000e+00 
 5.05050505e+04  1.00000000e+02  0.00000000e+00 
 5.10101010e+04  1.00000000e+02  0.00000000e+00 
 5.15151515e+04  1.00000000e+02  0.00000000e+00 
 5.20202020e+04  1.00000000e+02  0.00000000e+00 
 5.25252525e+04  1.00000000e+02  0.00000000e+00 
 5.30303030e+04  1.00000000e+02  0.00000000e+00 
 5.35353535e+04  1.00000000e+02  0.00000000e+00 
 5.40404040e+04  1.00000000e+02  0.00000000e+00 
 5.45454545e+04  1.00000000e+02  0.00000000e+00 
 5.50505051e+04  1.00000000e+02  0.00000000e+00 
 5.55555556e+04  1.00000000e+02  0.00000000e+00 
 5.60606061e+04  1.00000000e+02  0.00000000e+00 
 5.65656566e+04  1.00000000e+02  0.00000000e+00 
 5.70707071e+04  1.00000000e+02  0.00000000e+00 
 5.75757576e+04  1.00000000e+02  0.00000000e+00 
 5.80808081e+04  1.00000000e+02  0.00000000e+00 
 5.85858586e+04  1.00000000e+02  0.00000000e+00 
 5.90909091e+04  1.00000000e+02  0.00000000e+00 
 5.95959596e+04  1.00000000e+02  0.00000000e+00 
 6.01010101e+04  1.00000000e+02  0.00000000e+00 
 6.06060606e+04  1.00000000e+02  0.00000000e+00 
 6.11111111e+04  1.00000000e+02  0.00000000e+00 
 6.16161616e+04  1.00000000e+02  0.00000000e+00 
 6.21212121e+04  1.00000000e+02  0.00000000e+00 
 6.26262626e+04  1.00000000e+02  0.00000000e+00 
 6.31313131e+04  1.00000000e+02  0.00000000e+00 
 6.36363636e+04  1.00000000e+02  0.00000000e+00 
 6.41414141e+04  1.00000000e+02  0.00000000e+00 
 6.46464646e+04  1.00000000e+02  0.00000000e+00 
 6.51515152e+04  1.00000000e+02  0.00000000e+00 
 6.56565657e+04  1.00000000e+02  0.00000000e+00 
 6.61616162e+04  1.00000000e+02  0.00000000e+00 
 6.66666667e+04  1.00000000e+02  0.00000000e+00 
 6.71717172e+04  1.00000000e+02  0.00000000e+00 
 6.76767677e+04  1.00000000e+02  0.00000000e+00 
 6.81818182e+04  1.00000000e+02  0.00000000e+00 
 6.86868687e+04  1.00000000e+02  0.00000000e+00 
 6.91919192e+04  1.00000000e+02  0.00000000e+00 
 6.96969697e+04  1.00000000e+02  0.00000000e+00 
 7.02020202e+04  1.00000000e+02  0.00000000e+00 
 7.07070707e+04  1.00000000e+02  0.00000000e+00 
 7.12121212e+04  1.00000000e+02  0.00000000e+00 
 7.17171717e+04  1.00000000e+02  0.00000000e+00 
 7.22222222e+04  1.00000000e+02  0.00000000e+00 
 7.27272727e+04  1.00000000e+02  0.00000000e+00 
 7.32323232e+04  1.00000000e+02  0.00000000e+00 
 7.37373737e+04  1.00000000e+02  0.00000000e+00 
 7.42424242e+04  1.00000000e+02  0.00000000e+00 
 7.47474747e+04  1.00000000e+02  0.00000000e+00 
 7.52525253e+04  1.00000000e+02  0.00000000e+00 
 7.57575758e+04  1.00000000e+02  0.00000000e+00 
 7.62626263e+04  1.00000000e+02  0.00000000e+00 
 7.67676768e+04  1.00000000e+02  0.00000000e+00 
 7.72727273e+04  1.00000000e+02  0.00000000e+00 
 7.77777778e+04  1.00000000e+02  0.00000000e+00 
 7.82828283e+04  1.00000000e+02  0.00000000e+00 
 7.87878788e+04  1.00000000e+02  0.00000000e+00 
 7.92929293e+04  1.00000000e+02  0.00000000e+00 
 7.97979798e+04  1.00000000e+02  0.00000000e+00 
 8.03030303e+04  1.00000000e+02  0.00000000e+00 
 8.08080808e+04  1.00000000e+02  0.00000000e+00 
 8.13131313e+04  1.00000000e+02  0.00000000e+00 
 8.18181818e+04  1.00000000e+02  0.00000000e+00 
 8.23232323e+04  1.00000000e+02  0.00000000e+00 
 8.28282828e+04  1.00000000e+02  0.00000000e+00 
 8.33333333e+04  1.00000000e+02  0.00000000e+00 
 8.38383838e+04  1.00000000e+02  0.00000000e+00 
 8.43434343e+04  1.00000000e+02  0.00000000e+00 
 8.48484848e+04  1.00000000e+02  0.00000000e+00 
 8.53535354e+04  1.00000000e+02  0.00000000e+00 
 8.58585859e+04  1.00000000e+02  0.00000000e+00 
 8.63636364e+04  1.00000000e+02  0.00000000e+00 
 8.68686869e+04  1.00000000e+02  0.00000000e+00 
 8.73737374e+04  1.00000000e+02  0.00000000e+00 
 8.78787879e+04  1.00000000e+02  0.00000000e+00 
 8.83838384e+04  1.00000000e+02  0.00000000e+00 
 8.88888889e+04  1.00000000e+02  0.00000000e+00 
 8.93939394e+04  1.00000000e+02  0.00000000e+00 
 8.98989899e+04  1.00000000e+02  0.00000000e+00 
 9.04040404e+04  1.00000000e+02  0.00000000e+00 
 9.09090909e+04  1.00000000e+02  0.00000000e+00 
 9.14141414e+04  1.00000000e+02  0.00000000e+00 
 9.19191919e+04  1.00000000e+02  0.00000000e+00 
 9.24242424e+04  1.00000000e+02  0.00000000e+00 
 9.29292929e+04  1.00000000e+02  0.00000000e+00 
 9.34343434e+04  1.00000000e+02  0.00000000e+00 
 9.39393939e+04  1.00000000e+02  0.00000000e+00 
 9.44444444e+04  1.00000000e+02  0.00000000e+00 
 9.49494949e+04  1.00000000e+02  0.00000000e+00 
 9.54545455e+04  1.00000000e+02  0.00000000e+00 
 9.59595960e+04  1.00000000e+02  0.00000000e+00 
 9.64646465e+04  1.00000000e+02  0.00000000e+00 
 9.69696970e+04  1.00000000e+02  0.00000000e+00 
 9.74747475e+04  1.00000000e+02  0.00000000e+00 
 9.79797980e+04  1.00000000e+02  0.00000000e+00 
 9.84848485e+04  1.00000000e+02  0.00000000e+00 
 9.89898990e+04  1.00000000e+02  0.00000000e+00 
 9.94949495e+04  1.00000000e+02  0.00000000e+00 
 1.00000000e+05  1.00000000e+02  0.00000000e+00 
